,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
17576,25,5,2014-09-19,9444.0,1403.0,1,1,0,0
17577,26,5,2014-09-19,7009.0,597.0,1,1,0,0
17578,27,5,2014-09-19,9059.0,1018.0,1,1,0,0
17579,28,5,2014-09-19,5386.0,598.0,1,1,0,0
17580,29,5,2014-09-19,7793.0,694.0,1,1,0,0
17581,30,5,2014-09-19,3931.0,627.0,1,1,0,0
17582,31,5,2014-09-19,5965.0,579.0,1,1,0,0
17583,33,5,2014-09-19,8192.0,791.0,1,1,0,0
17584,34,5,2014-09-19,7751.0,1007.0,1,1,0,0
17585,35,5,2014-09-19,9967.0,767.0,1,1,0,0
17586,37,5,2014-09-19,8363.0,872.0,1,1,0,0
17587,38,5,2014-09-19,6298.0,542.0,1,1,0,0
17588,39,5,2014-09-19,4963.0,643.0,1,1,0,0
17589,40,5,2014-09-19,4594.0,625.0,1,1,0,0
17590,42,5,2014-09-19,10406.0,1072.0,1,1,0,0
17591,43,5,2014-09-19,7307.0,669.0,1,1,0,0
17592,44,5,2014-09-19,6530.0,791.0,1,1,0,0
17593,45,5,2014-09-19,5104.0,399.0,1,1,0,0
17594,47,5,2014-09-19,7509.0,949.0,1,1,0,0
17595,48,5,2014-09-19,3965.0,384.0,1,1,0,0
17596,49,5,2014-09-19,8339.0,630.0,1,1,0,0
17597,50,5,2014-09-19,4371.0,372.0,1,1,0,0
17598,53,5,2014-09-19,5268.0,598.0,1,1,0,0
17599,54,5,2014-09-19,7798.0,726.0,1,1,0,0
17600,55,5,2014-09-19,5311.0,608.0,1,1,0,0
17601,56,5,2014-09-19,7763.0,551.0,1,1,0,0
17602,57,5,2014-09-19,9030.0,932.0,1,1,0,0
17603,59,5,2014-09-19,5320.0,549.0,1,1,0,0
17604,1,4,2014-09-18,3740.0,447.0,1,1,0,0
17605,2,4,2014-09-18,4994.0,556.0,1,1,0,0
17606,3,4,2014-09-18,7563.0,775.0,1,1,0,0
17607,4,4,2014-09-18,8958.0,1196.0,1,1,0,0
17608,5,4,2014-09-18,5003.0,568.0,1,1,0,0
17609,6,4,2014-09-18,5372.0,611.0,1,1,0,0
17610,7,4,2014-09-18,8645.0,973.0,1,1,0,0
17611,8,4,2014-09-18,6552.0,836.0,1,1,0,0
17612,9,4,2014-09-18,5796.0,576.0,1,1,0,0
17613,10,4,2014-09-18,5511.0,620.0,1,1,0,0
17614,11,4,2014-09-18,7472.0,1081.0,1,1,0,0
17615,12,4,2014-09-18,7549.0,910.0,1,1,0,0
17616,14,4,2014-09-18,5620.0,613.0,1,1,0,0
17617,15,4,2014-09-18,6260.0,655.0,1,1,0,0
17618,16,4,2014-09-18,7921.0,961.0,1,1,0,0
17619,17,4,2014-09-18,6602.0,790.0,1,1,0,0
17620,18,4,2014-09-18,6786.0,713.0,1,1,0,0
17621,19,4,2014-09-18,7109.0,643.0,1,1,0,0
17622,21,4,2014-09-18,4974.0,494.0,1,1,0,0
17623,23,4,2014-09-18,5718.0,502.0,1,1,0,0
17624,24,4,2014-09-18,8317.0,787.0,1,1,0,0
17625,25,4,2014-09-18,10073.0,1534.0,1,1,0,0
17626,26,4,2014-09-18,7382.0,593.0,1,1,0,0
17627,27,4,2014-09-18,9500.0,1102.0,1,1,0,0
17628,28,4,2014-09-18,6424.0,684.0,1,1,0,0
17629,29,4,2014-09-18,7602.0,657.0,1,1,0,0
17630,30,4,2014-09-18,5157.0,691.0,1,1,0,0
17631,31,4,2014-09-18,5686.0,564.0,1,1,0,0
17632,33,4,2014-09-18,6562.0,739.0,1,1,0,0
17633,34,4,2014-09-18,6988.0,934.0,1,1,0,0
17634,35,4,2014-09-18,9636.0,728.0,1,1,0,0
17635,37,4,2014-09-18,6236.0,693.0,1,1,0,0
17636,38,4,2014-09-18,5812.0,530.0,1,1,0,0
17637,39,4,2014-09-18,4963.0,602.0,1,1,0,0
17638,40,4,2014-09-18,4681.0,657.0,1,1,0,0
17639,42,4,2014-09-18,9561.0,1027.0,1,1,0,0
17640,43,4,2014-09-18,7821.0,654.0,1,1,0,0
17641,44,4,2014-09-18,5962.0,710.0,1,1,0,0
17642,45,4,2014-09-18,4767.0,389.0,1,1,0,0
17643,47,4,2014-09-18,6961.0,893.0,1,1,0,0
17644,48,4,2014-09-18,3220.0,355.0,1,1,0,0
17645,49,4,2014-09-18,7093.0,530.0,1,1,0,0
17646,50,4,2014-09-18,4300.0,340.0,1,1,0,0
17647,53,4,2014-09-18,5195.0,552.0,1,1,0,0
17648,54,4,2014-09-18,6942.0,601.0,1,1,0,0
17649,55,4,2014-09-18,4666.0,592.0,1,1,0,0
17650,56,4,2014-09-18,7865.0,569.0,1,1,0,0
17651,57,4,2014-09-18,9270.0,909.0,1,1,0,0
17652,59,4,2014-09-18,5362.0,545.0,1,1,0,0
17653,1,3,2014-09-17,4383.0,490.0,1,1,0,0
17654,2,3,2014-09-17,6469.0,762.0,1,1,0,0
17655,3,3,2014-09-17,8034.0,795.0,1,1,0,0
17656,4,3,2014-09-17,8594.0,1173.0,1,1,0,0
17657,5,3,2014-09-17,5685.0,651.0,1,1,0,0
17658,6,3,2014-09-17,5298.0,614.0,1,1,0,0
17659,7,3,2014-09-17,8614.0,912.0,1,1,0,0
17660,8,3,2014-09-17,6038.0,702.0,1,1,0,0
17661,9,3,2014-09-17,6152.0,,1,1,0,0
17662,10,3,2014-09-17,5714.0,614.0,1,1,0,0
17663,11,3,2014-09-17,8334.0,1241.0,1,1,0,0
17664,12,3,2014-09-17,7610.0,949.0,1,1,0,0
17665,14,3,2014-09-17,5298.0,585.0,1,1,0,0
17666,15,3,2014-09-17,6488.0,638.0,1,1,0,0
17667,16,3,2014-09-17,7908.0,970.0,1,1,0,0
17668,17,3,2014-09-17,7092.0,843.0,1,1,0,0
17669,18,3,2014-09-17,7212.0,769.0,1,1,0,0
17670,19,3,2014-09-17,6694.0,621.0,1,1,0,0
17671,21,3,2014-09-17,5710.0,554.0,1,1,0,0
17672,23,3,2014-09-17,5617.0,463.0,1,1,0,0
17673,24,3,2014-09-17,9067.0,853.0,1,1,0,0
17674,25,3,2014-09-17,10277.0,1488.0,1,1,0,0
17675,26,3,2014-09-17,6582.0,491.0,1,1,0,0
17676,27,3,2014-09-17,10609.0,1119.0,1,1,0,0
17677,28,3,2014-09-17,5314.0,576.0,1,1,0,0
17678,29,3,2014-09-17,7053.0,645.0,1,1,0,0
17679,30,3,2014-09-17,4844.0,657.0,1,1,0,0
17680,31,3,2014-09-17,5287.0,512.0,1,1,0,0
17681,33,3,2014-09-17,6724.0,733.0,1,1,0,0
17682,34,3,2014-09-17,8145.0,984.0,1,1,0,0
17683,35,3,2014-09-17,9648.0,684.0,1,1,0,0
17684,37,3,2014-09-17,5862.0,594.0,1,1,0,0
17685,38,3,2014-09-17,5198.0,493.0,1,1,0,0
17686,39,3,2014-09-17,5132.0,635.0,1,1,0,0
17687,40,3,2014-09-17,4522.0,604.0,1,1,0,0
17688,42,3,2014-09-17,11104.0,1217.0,1,1,0,0
17689,43,3,2014-09-17,6882.0,595.0,1,1,0,0
17690,44,3,2014-09-17,7617.0,853.0,1,1,0,0
17691,45,3,2014-09-17,5113.0,378.0,1,1,0,0
17692,47,3,2014-09-17,8095.0,1005.0,1,1,0,0
17693,48,3,2014-09-17,3823.0,385.0,1,1,0,0
17694,49,3,2014-09-17,7472.0,595.0,1,1,0,0
17695,50,3,2014-09-17,3709.0,326.0,1,1,0,0
17696,53,3,2014-09-17,5238.0,571.0,1,1,0,0
17697,54,3,2014-09-17,6768.0,583.0,1,1,0,0
17698,55,3,2014-09-17,4965.0,572.0,1,1,0,0
17699,56,3,2014-09-17,7239.0,501.0,1,1,0,0
17700,57,3,2014-09-17,9191.0,874.0,1,1,0,0
17701,59,3,2014-09-17,5721.0,569.0,1,1,0,0
17702,1,2,2014-09-16,4381.0,511.0,1,1,0,0
17703,2,2,2014-09-16,6207.0,663.0,1,1,0,0
17704,3,2,2014-09-16,8607.0,879.0,1,1,0,0
17705,4,2,2014-09-16,9140.0,1223.0,1,1,0,0
17706,5,2,2014-09-16,5438.0,621.0,1,1,0,0
17707,6,2,2014-09-16,5947.0,643.0,1,1,0,0
17708,7,2,2014-09-16,11201.0,1182.0,1,1,0,0
17709,8,2,2014-09-16,7046.0,772.0,1,1,0,0
17710,9,2,2014-09-16,7089.0,646.0,1,1,0,0
17711,10,2,2014-09-16,6124.0,634.0,1,1,0,0
17712,11,2,2014-09-16,8144.0,1214.0,1,1,0,0
17713,12,2,2014-09-16,8632.0,966.0,1,1,0,0
17714,14,2,2014-09-16,6211.0,694.0,1,1,0,0
17715,15,2,2014-09-16,6226.0,614.0,1,1,0,0
17716,16,2,2014-09-16,9340.0,1106.0,1,1,0,0
17717,17,2,2014-09-16,9010.0,1011.0,1,1,0,0
17718,18,2,2014-09-16,7525.0,764.0,1,1,0,0
17719,19,2,2014-09-16,7774.0,694.0,1,1,0,0
17720,21,2,2014-09-16,6415.0,576.0,1,1,0,0
17721,23,2,2014-09-16,6336.0,546.0,1,1,0,0
17722,24,2,2014-09-16,10465.0,902.0,1,1,0,0
17723,25,2,2014-09-16,11821.0,1672.0,1,1,0,0
17724,26,2,2014-09-16,7052.0,,1,1,0,0
17725,27,2,2014-09-16,11751.0,1234.0,1,1,0,0
17726,28,2,2014-09-16,6678.0,735.0,1,1,0,0
17727,29,2,2014-09-16,9022.0,751.0,1,1,0,0
17728,30,2,2014-09-16,6319.0,850.0,1,1,0,0
17729,31,2,2014-09-16,6105.0,564.0,1,1,0,0
17730,33,2,2014-09-16,8932.0,850.0,1,1,0,0
17731,34,2,2014-09-16,8588.0,1089.0,1,1,0,0
17732,35,2,2014-09-16,11412.0,815.0,1,1,0,0
17733,37,2,2014-09-16,6399.0,657.0,1,1,0,0
17734,38,2,2014-09-16,7020.0,551.0,1,1,0,0
17735,39,2,2014-09-16,5456.0,668.0,1,1,0,0
17736,40,2,2014-09-16,5893.0,732.0,1,1,0,0
17737,42,2,2014-09-16,10773.0,1136.0,1,1,0,0
17738,43,2,2014-09-16,8542.0,667.0,1,1,0,0
17739,44,2,2014-09-16,7997.0,877.0,1,1,0,0
17740,45,2,2014-09-16,5058.0,374.0,1,1,0,0
17741,47,2,2014-09-16,8020.0,987.0,1,1,0,0
17742,48,2,2014-09-16,4435.0,428.0,1,1,0,0
17743,49,2,2014-09-16,8721.0,641.0,1,1,0,0
17744,50,2,2014-09-16,4666.0,347.0,1,1,0,0
17745,53,2,2014-09-16,5646.0,,1,1,0,0
17746,54,2,2014-09-16,6127.0,553.0,1,1,0,0
17747,55,2,2014-09-16,5791.0,647.0,1,1,0,0
17748,56,2,2014-09-16,7549.0,536.0,1,1,0,0
17749,57,2,2014-09-16,10728.0,957.0,1,1,0,0
17750,59,2,2014-09-16,6835.0,637.0,1,1,0,0
17751,1,1,2014-09-15,4611.0,545.0,1,1,0,0
17752,2,1,2014-09-15,6997.0,735.0,1,1,0,0
17753,3,1,2014-09-15,10098.0,977.0,1,1,0,0
17754,4,1,2014-09-15,11450.0,1471.0,1,1,0,0
17755,5,1,2014-09-15,7797.0,735.0,1,1,0,0
17756,6,1,2014-09-15,6826.0,738.0,1,1,0,0
17757,7,1,2014-09-15,11534.0,1121.0,1,1,0,0
17758,8,1,2014-09-15,8513.0,895.0,1,1,0,0
17759,9,1,2014-09-15,9517.0,800.0,1,1,0,0
17760,10,1,2014-09-15,7583.0,766.0,1,1,0,0
17761,11,1,2014-09-15,9531.0,1295.0,1,1,0,0
17762,12,1,2014-09-15,11150.0,1151.0,1,1,0,0
17763,14,1,2014-09-15,7621.0,770.0,1,1,0,0
17764,15,1,2014-09-15,8315.0,753.0,1,1,0,0
17765,16,1,2014-09-15,10679.0,1126.0,1,1,0,0
17766,17,1,2014-09-15,10743.0,1107.0,1,1,0,0
17767,18,1,2014-09-15,9193.0,914.0,1,1,0,0
17768,19,1,2014-09-15,9408.0,828.0,1,1,0,0
17769,21,1,2014-09-15,9813.0,742.0,1,1,0,0
17770,23,1,2014-09-15,8124.0,625.0,1,1,0,0
17771,24,1,2014-09-15,13285.0,1080.0,1,1,0,0
17772,25,1,2014-09-15,12388.0,1711.0,1,1,0,0
17773,26,1,2014-09-15,10326.0,776.0,1,1,0,0
17774,27,1,2014-09-15,13715.0,1317.0,1,1,0,0
17775,28,1,2014-09-15,8079.0,850.0,1,1,0,0
17776,29,1,2014-09-15,12321.0,898.0,1,1,0,0
17777,30,1,2014-09-15,6642.0,855.0,1,1,0,0
17778,31,1,2014-09-15,6145.0,625.0,1,1,0,0
17779,33,1,2014-09-15,10080.0,970.0,1,1,0,0
17780,34,1,2014-09-15,9431.0,1107.0,1,1,0,0
17781,35,1,2014-09-15,13585.0,919.0,1,1,0,0
17782,37,1,2014-09-15,8568.0,775.0,1,1,0,0
17783,38,1,2014-09-15,8078.0,680.0,1,1,0,0
17784,39,1,2014-09-15,7197.0,790.0,1,1,0,0
17785,40,1,2014-09-15,5339.0,715.0,1,1,0,0
17786,42,1,2014-09-15,13840.0,1353.0,1,1,0,0
17787,43,1,2014-09-15,9131.0,739.0,1,1,0,0
17788,44,1,2014-09-15,9900.0,1002.0,1,1,0,0
17789,45,1,2014-09-15,5983.0,447.0,1,1,0,0
17790,47,1,2014-09-15,8615.0,1057.0,1,1,0,0
17791,48,1,2014-09-15,4972.0,480.0,1,1,0,0
17792,49,1,2014-09-15,10707.0,703.0,1,1,0,0
17793,50,1,2014-09-15,5396.0,432.0,1,1,0,0
17794,53,1,2014-09-15,7124.0,733.0,1,1,0,0
17795,54,1,2014-09-15,9011.0,747.0,1,1,0,0
17796,55,1,2014-09-15,6429.0,724.0,1,1,0,0
17797,56,1,2014-09-15,9392.0,651.0,1,1,0,0
17798,57,1,2014-09-15,13634.0,1245.0,1,1,0,0
17799,59,1,2014-09-15,8324.0,782.0,1,1,0,0
17800,1,7,2014-09-14,0.0,0.0,0,0,0,0
17801,2,7,2014-09-14,0.0,0.0,0,0,0,0
17802,3,7,2014-09-14,0.0,0.0,0,0,0,0
17803,4,7,2014-09-14,0.0,0.0,0,0,0,0
17804,5,7,2014-09-14,0.0,0.0,0,0,0,0
17805,6,7,2014-09-14,0.0,0.0,0,0,0,0
17806,7,7,2014-09-14,0.0,0.0,0,0,0,0
17807,8,7,2014-09-14,0.0,0.0,0,0,0,0
17808,9,7,2014-09-14,0.0,0.0,0,0,0,0
17809,10,7,2014-09-14,0.0,0.0,0,0,0,0
17810,11,7,2014-09-14,0.0,0.0,0,0,0,0
17811,12,7,2014-09-14,0.0,0.0,0,0,0,0
17812,14,7,2014-09-14,0.0,0.0,0,0,0,0
17813,15,7,2014-09-14,0.0,0.0,0,0,0,0
17814,16,7,2014-09-14,0.0,0.0,0,0,0,0
17815,17,7,2014-09-14,0.0,0.0,0,0,0,0
17816,18,7,2014-09-14,0.0,0.0,0,0,0,0
17817,19,7,2014-09-14,0.0,0.0,0,0,0,0
17818,21,7,2014-09-14,0.0,0.0,0,0,0,0
17819,23,7,2014-09-14,0.0,0.0,0,0,0,0
17820,24,7,2014-09-14,0.0,0.0,0,0,0,0
17821,25,7,2014-09-14,0.0,0.0,0,0,0,0
17822,26,7,2014-09-14,0.0,0.0,0,0,0,0
17823,27,7,2014-09-14,0.0,0.0,0,0,0,0
17824,28,7,2014-09-14,0.0,0.0,0,0,0,0
17825,29,7,2014-09-14,0.0,0.0,0,0,0,0
17826,30,7,2014-09-14,0.0,0.0,0,0,0,0
17827,31,7,2014-09-14,0.0,0.0,0,0,0,0
17828,33,7,2014-09-14,0.0,0.0,0,0,0,0
17829,34,7,2014-09-14,0.0,0.0,0,0,0,0
17830,35,7,2014-09-14,0.0,0.0,0,0,0,0
17831,37,7,2014-09-14,0.0,0.0,0,0,0,0
17832,38,7,2014-09-14,0.0,0.0,0,0,0,0
17833,39,7,2014-09-14,0.0,0.0,0,0,0,0
17834,40,7,2014-09-14,0.0,0.0,0,0,0,0
17835,42,7,2014-09-14,0.0,0.0,0,0,0,0
17836,43,7,2014-09-14,0.0,0.0,0,0,0,0
17837,44,7,2014-09-14,0.0,0.0,0,0,0,0
17838,45,7,2014-09-14,0.0,0.0,0,0,0,0
17839,47,7,2014-09-14,0.0,0.0,0,0,0,0
17840,48,7,2014-09-14,0.0,0.0,0,0,0,0
17841,49,7,2014-09-14,0.0,0.0,0,0,0,0
17842,50,7,2014-09-14,0.0,0.0,0,0,0,0
17843,53,7,2014-09-14,0.0,0.0,0,0,0,0
17844,54,7,2014-09-14,0.0,0.0,0,0,0,0
17845,55,7,2014-09-14,0.0,0.0,0,0,0,0
17846,56,7,2014-09-14,0.0,0.0,0,0,0,0
17847,57,7,2014-09-14,0.0,0.0,0,0,0,0
17848,59,7,2014-09-14,0.0,0.0,0,0,0,0
17849,1,6,2014-09-13,4270.0,508.0,1,0,0,0
17850,2,6,2014-09-13,2593.0,318.0,1,0,0,0
17851,3,6,2014-09-13,3737.0,439.0,1,0,0,0
17852,4,6,2014-09-13,9563.0,1311.0,1,0,0,0
17853,5,6,2014-09-13,2107.0,214.0,1,0,0,0
17854,6,6,2014-09-13,3151.0,410.0,1,0,0,0
17855,7,6,2014-09-13,5890.0,659.0,1,0,0,0
17856,8,6,2014-09-13,3268.0,386.0,1,0,0,0
17857,9,6,2014-09-13,6620.0,552.0,1,0,0,0
17858,10,6,2014-09-13,4601.0,468.0,1,0,0,0
17859,11,6,2014-09-13,5645.0,831.0,1,0,0,0
17860,12,6,2014-09-13,5645.0,757.0,1,0,0,0
17861,14,6,2014-09-13,3576.0,399.0,1,0,0,0
17862,15,6,2014-09-13,5174.0,607.0,1,0,0,0
17863,16,6,2014-09-13,4996.0,,1,0,0,0
17864,17,6,2014-09-13,2676.0,358.0,1,0,0,0
17865,18,6,2014-09-13,4498.0,507.0,1,0,0,0
17866,19,6,2014-09-13,4078.0,419.0,1,0,0,0
17867,21,6,2014-09-13,5820.0,549.0,1,0,0,0
17868,23,6,2014-09-13,3905.0,404.0,1,0,0,0
17869,24,6,2014-09-13,6764.0,684.0,1,0,0,0
17870,25,6,2014-09-13,7875.0,1182.0,1,0,0,0
17871,26,6,2014-09-13,6466.0,579.0,1,0,0,0
17872,27,6,2014-09-13,7038.0,854.0,1,0,0,0
17873,28,6,2014-09-13,3180.0,404.0,1,0,0,0
17874,29,6,2014-09-13,6572.0,630.0,1,0,0,0
17875,30,6,2014-09-13,4035.0,670.0,1,0,0,0
17876,31,6,2014-09-13,5356.0,580.0,1,0,0,0
17877,33,6,2014-09-13,7611.0,840.0,1,0,0,0
17878,34,6,2014-09-13,7340.0,947.0,1,0,0,0
17879,35,6,2014-09-13,7399.0,662.0,1,0,0,0
17880,37,6,2014-09-13,7317.0,919.0,1,0,0,0
17881,38,6,2014-09-13,5642.0,577.0,1,0,0,0
17882,39,6,2014-09-13,2562.0,361.0,1,0,0,0
17883,40,6,2014-09-13,5618.0,755.0,1,0,0,0
17884,42,6,2014-09-13,7931.0,904.0,1,0,0,0
17885,43,6,2014-09-13,4237.0,415.0,1,0,0,0
17886,44,6,2014-09-13,4087.0,513.0,1,0,0,0
17887,45,6,2014-09-13,5839.0,453.0,1,0,0,0
17888,47,6,2014-09-13,6381.0,773.0,1,0,0,0
17889,48,6,2014-09-13,2211.0,244.0,1,0,0,0
17890,49,6,2014-09-13,7948.0,606.0,1,0,0,0
17891,50,6,2014-09-13,4298.0,366.0,1,0,0,0
17892,53,6,2014-09-13,3361.0,392.0,1,0,0,0
17893,54,6,2014-09-13,9290.0,904.0,1,0,0,0
17894,55,6,2014-09-13,2806.0,361.0,1,0,0,0
17895,56,6,2014-09-13,7885.0,589.0,1,0,0,0
17896,57,6,2014-09-13,5943.0,600.0,1,0,0,0
17897,59,6,2014-09-13,2558.0,287.0,1,0,0,0
17898,1,5,2014-09-12,3906.0,501.0,1,0,0,0
17899,2,5,2014-09-12,3323.0,435.0,1,0,0,0
17900,3,5,2014-09-12,5665.0,705.0,1,0,0,0
17901,4,5,2014-09-12,7603.0,1114.0,1,0,0,0
17902,5,5,2014-09-12,3869.0,463.0,1,0,0,0
17903,6,5,2014-09-12,4558.0,516.0,1,0,0,0
17904,7,5,2014-09-12,7968.0,1007.0,1,0,0,0
17905,8,5,2014-09-12,4859.0,627.0,1,0,0,0
17906,9,5,2014-09-12,5642.0,543.0,1,0,0,0
17907,10,5,2014-09-12,5471.0,594.0,1,0,0,0
17908,11,5,2014-09-12,7184.0,1109.0,1,0,0,0
17909,12,5,2014-09-12,5994.0,793.0,1,0,0,0
17910,14,5,2014-09-12,4612.0,599.0,1,0,0,0
17911,15,5,2014-09-12,5458.0,568.0,1,0,0,0
17912,16,5,2014-09-12,5525.0,622.0,1,0,0,1
17913,17,5,2014-09-12,4802.0,706.0,1,0,0,0
17914,18,5,2014-09-12,5898.0,693.0,1,0,0,0
17915,19,5,2014-09-12,5733.0,629.0,1,0,0,0
17916,21,5,2014-09-12,4242.0,417.0,1,0,0,1
17917,23,5,2014-09-12,4850.0,474.0,1,0,0,0
17918,24,5,2014-09-12,7844.0,783.0,1,0,0,0
17919,25,5,2014-09-12,8875.0,1362.0,1,0,0,0
17920,26,5,2014-09-12,6023.0,509.0,1,0,0,0
17921,27,5,2014-09-12,6212.0,866.0,1,0,0,0
17922,28,5,2014-09-12,7361.0,840.0,1,0,0,0
17923,29,5,2014-09-12,5906.0,602.0,1,0,0,0
17924,30,5,2014-09-12,3175.0,530.0,1,0,0,0
17925,31,5,2014-09-12,5458.0,577.0,1,0,0,0
17926,33,5,2014-09-12,6674.0,709.0,1,0,0,0
17927,34,5,2014-09-12,6634.0,915.0,1,0,0,0
17928,35,5,2014-09-12,7857.0,674.0,1,0,0,0
17929,37,5,2014-09-12,6662.0,731.0,1,0,0,0
17930,38,5,2014-09-12,4553.0,421.0,1,0,0,0
17931,39,5,2014-09-12,3365.0,509.0,1,0,0,0
17932,40,5,2014-09-12,4398.0,598.0,1,0,0,0
17933,42,5,2014-09-12,8173.0,951.0,1,0,0,0
17934,43,5,2014-09-12,6047.0,614.0,1,0,0,0
17935,44,5,2014-09-12,5473.0,666.0,1,0,0,0
17936,45,5,2014-09-12,4642.0,377.0,1,0,0,0
17937,47,5,2014-09-12,5531.0,781.0,1,0,0,0
17938,48,5,2014-09-12,3191.0,378.0,1,0,0,0
17939,49,5,2014-09-12,6324.0,482.0,1,0,0,1
17940,50,5,2014-09-12,3538.0,319.0,1,0,0,0
17941,53,5,2014-09-12,4684.0,580.0,1,0,0,0
17942,54,5,2014-09-12,6546.0,635.0,1,0,0,0
17943,55,5,2014-09-12,3613.0,488.0,1,0,0,0
17944,56,5,2014-09-12,6852.0,501.0,1,0,0,0
17945,57,5,2014-09-12,7694.0,780.0,1,0,0,0
17946,59,5,2014-09-12,4554.0,485.0,1,0,0,0
17947,1,4,2014-09-11,3392.0,437.0,1,0,0,0
17948,2,4,2014-09-11,4123.0,477.0,1,0,0,0
17949,3,4,2014-09-11,5389.0,724.0,1,0,0,0
17950,4,4,2014-09-11,7924.0,1155.0,1,0,0,0
17951,5,4,2014-09-11,4557.0,533.0,1,0,0,0
17952,6,4,2014-09-11,4365.0,558.0,1,0,0,0
17953,7,4,2014-09-11,7518.0,933.0,1,0,0,0
17954,8,4,2014-09-11,5369.0,729.0,1,0,0,0
17955,9,4,2014-09-11,5152.0,502.0,1,0,0,0
17956,10,4,2014-09-11,4512.0,563.0,1,0,0,0
17957,11,4,2014-09-11,6803.0,1119.0,1,0,0,0
17958,12,4,2014-09-11,5703.0,799.0,1,0,0,0
17959,14,4,2014-09-11,4722.0,579.0,1,0,0,0
17960,15,4,2014-09-11,5349.0,598.0,1,0,0,0
17961,16,4,2014-09-11,6444.0,732.0,1,0,0,1
17962,17,4,2014-09-11,5058.0,743.0,1,0,0,0
17963,18,4,2014-09-11,6061.0,701.0,1,0,0,0
17964,19,4,2014-09-11,5935.0,639.0,1,0,0,0
17965,21,4,2014-09-11,3490.0,410.0,1,0,0,1
17966,23,4,2014-09-11,4297.0,426.0,1,0,0,0
17967,24,4,2014-09-11,7091.0,693.0,1,0,0,0
17968,25,4,2014-09-11,8117.0,1332.0,1,0,0,0
17969,26,4,2014-09-11,5059.0,458.0,1,0,0,0
17970,27,4,2014-09-11,6751.0,909.0,1,0,0,0
17971,28,4,2014-09-11,7750.0,863.0,1,0,0,0
17972,29,4,2014-09-11,5650.0,568.0,1,0,0,0
17973,30,4,2014-09-11,3856.0,602.0,1,0,0,0
17974,31,4,2014-09-11,4412.0,523.0,1,0,0,0
17975,33,4,2014-09-11,6502.0,728.0,1,0,0,0
17976,34,4,2014-09-11,6579.0,892.0,1,0,0,0
17977,35,4,2014-09-11,7797.0,654.0,1,0,0,0
17978,37,4,2014-09-11,5689.0,676.0,1,0,0,0
17979,38,4,2014-09-11,3929.0,411.0,1,0,0,0
17980,39,4,2014-09-11,3405.0,492.0,1,0,0,0
17981,40,4,2014-09-11,4194.0,603.0,1,0,0,0
17982,42,4,2014-09-11,7977.0,960.0,1,0,0,0
17983,43,4,2014-09-11,5646.0,578.0,1,0,0,0
17984,44,4,2014-09-11,5101.0,685.0,1,0,0,0
17985,45,4,2014-09-11,4343.0,360.0,1,0,0,0
17986,47,4,2014-09-11,7087.0,887.0,1,0,0,0
17987,48,4,2014-09-11,2820.0,360.0,1,0,0,0
17988,49,4,2014-09-11,5612.0,455.0,1,0,0,1
17989,50,4,2014-09-11,3239.0,317.0,1,0,0,0
17990,53,4,2014-09-11,4366.0,520.0,1,0,0,0
17991,54,4,2014-09-11,5669.0,588.0,1,0,0,0
17992,55,4,2014-09-11,3629.0,547.0,1,0,0,0
17993,56,4,2014-09-11,6820.0,507.0,1,0,0,0
17994,57,4,2014-09-11,6891.0,777.0,1,0,0,0
17995,59,4,2014-09-11,4610.0,521.0,1,0,0,0
17996,1,3,2014-09-10,3275.0,448.0,1,0,0,0
17997,2,3,2014-09-10,4865.0,646.0,1,0,0,0
17998,3,3,2014-09-10,5164.0,659.0,1,0,0,0
17999,4,3,2014-09-10,8530.0,1206.0,1,0,0,0
18000,5,3,2014-09-10,4305.0,590.0,1,0,0,0
18001,6,3,2014-09-10,3911.0,516.0,1,0,0,0
18002,7,3,2014-09-10,7551.0,914.0,1,0,0,0
18003,8,3,2014-09-10,4117.0,567.0,1,0,0,0
18004,9,3,2014-09-10,5084.0,496.0,1,0,0,0
18005,10,3,2014-09-10,5488.0,593.0,1,0,0,1
18006,11,3,2014-09-10,6875.0,1150.0,1,0,0,0
18007,12,3,2014-09-10,6296.0,836.0,1,0,0,0
18008,14,3,2014-09-10,4732.0,580.0,1,0,0,0
18009,15,3,2014-09-10,4602.0,569.0,1,0,0,0
18010,16,3,2014-09-10,6858.0,776.0,1,0,0,1
18011,17,3,2014-09-10,5296.0,743.0,1,0,0,0
18012,18,3,2014-09-10,5960.0,682.0,1,0,0,0
18013,19,3,2014-09-10,5860.0,614.0,1,0,0,0
18014,21,3,2014-09-10,3948.0,416.0,1,0,0,1
18015,23,3,2014-09-10,4042.0,400.0,1,0,0,0
18016,24,3,2014-09-10,7507.0,764.0,1,0,0,0
18017,25,3,2014-09-10,8013.0,1202.0,1,0,0,0
18018,26,3,2014-09-10,4578.0,425.0,1,0,0,0
18019,27,3,2014-09-10,6986.0,877.0,1,0,0,0
18020,28,3,2014-09-10,7584.0,823.0,1,0,0,0
18021,29,3,2014-09-10,5906.0,576.0,1,0,0,0
18022,30,3,2014-09-10,3496.0,,1,0,0,0
18023,31,3,2014-09-10,4383.0,495.0,1,0,0,0
18024,33,3,2014-09-10,5518.0,659.0,1,0,0,0
18025,34,3,2014-09-10,6601.0,908.0,1,0,0,0
