Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,month,year
5610,569,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,15
6995,619,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,15
4196,464,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,15
3568,376,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,15
4019,463,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,15
6858,601,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,15
4793,435,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,15
5532,555,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,15
4100,453,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,15
3910,446,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,15
5084,488,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,15
3863,402,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,15
4806,495,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,15
3504,362,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",6,14
3916,453,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",6,14
4291,465,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",6,14
4426,404,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,14
3666,379,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,14
5743,579,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,14
3894,371,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,14
6072,619,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,14
6728,622,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",4,14
3066,346,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",4,14
4536,516,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",4,14
4349,489,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",4,14
3951,453,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,14
6351,609,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,14
4152,502,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,14
3486,378,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,14
3825,394,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,14
4625,513,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,14
6125,608,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,14
7067,614,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,14
3638,372,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,14
4324,491,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,14
6564,633,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
4027,430,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
7799,708,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
8191,724,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
4915,500,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
4444,472,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
7099,646,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
8128,700,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",12,13
5612,529,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",11,13
3892,419,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",11,13
7537,678,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",11,13
4734,464,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",11,13
4600,510,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",10,13
3839,459,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",10,13
2879,330,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",10,13
3563,365,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",10,13
6334,582,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",9,13
4462,512,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",9,13
6199,570,1,1,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",8,13
3137,381,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",8,13
3953,437,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",8,13
6208,569,1,1,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",8,13
6444,576,1,1,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",8,13
4683,522,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",8,13
6094,568,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",7,13
3942,362,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",7,13
3800,470,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",6,13
4641,484,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",6,13
3362,340,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,13
3889,421,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,13
5843,563,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,13
4842,523,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",5,13
3729,473,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",4,13
5205,509,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",4,13
4209,504,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",4,13
7082,651,1,1,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,13
5216,495,1,1,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,13
6648,633,1,1,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,13
5217,571,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,13
3734,444,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,13
5416,582,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,13
5087,521,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",3,13
5417,498,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,13
5144,483,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,13
4347,455,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",2,13
3482,383,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,13
5661,548,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,13
3232,377,1,0,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,13
5270,528,1,1,0,0,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,13
4554,501,1,0,0,1,a,a,1040,NA,NA,1,22,2012,"Jan,Apr,Jul,Oct",1,13
4799,435,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,7,15
6101,497,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,7,15
4305,391,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,7,15
6711,509,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,7,15
4366,398,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,6,15
6301,488,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,15
4738,401,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,15
5717,467,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,15
4465,400,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,15
4073,366,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,15
5338,465,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,15
4315,407,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,4,15
4500,382,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,4,15
5389,464,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,4,15
9636,671,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,4,15
8658,598,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,3,15
3998,375,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,15
6225,467,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,3,15
7105,517,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,3,15
5236,445,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,15
4874,403,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,15
5928,460,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,3,15
9121,673,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,3,15
5116,420,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,2,15
6541,502,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,2,15
6422,495,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,2,15
7368,583,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,2,15
5311,438,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,15
7601,576,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,15
5366,432,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,15
5075,433,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,15
4700,381,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,15
6673,514,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,15
6247,472,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,15
3779,290,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,12,14
10962,887,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,12,14
8035,629,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,12,14
9561,662,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,12,14
5773,486,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,12,14
4876,423,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,12,14
8715,667,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,12,14
7664,555,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,12,14
10114,699,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,12,14
6017,513,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,11,14
7060,510,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,11,14
3960,362,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,11,14
4350,370,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,11,14
6996,552,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,11,14
6455,591,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,10,14
4242,404,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,10,14
6192,466,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,10,14
4706,437,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,10,14
3997,357,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,10,14
6636,502,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,9,14
4517,392,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,9,14
6882,546,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,9,14
6913,557,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,9,14
6086,518,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,9,14
4811,405,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,8,14
6030,517,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,14
6283,537,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,14
6216,453,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,14
8892,659,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,14
5005,439,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,8,14
7021,562,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,14
8186,597,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,7,14
4479,389,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,7,14
4471,394,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,7,14
5302,454,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,7,14
6371,496,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,7,14
6495,523,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,7,14
8402,619,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,6,14
9813,690,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,6,14
5369,459,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,6,14
4669,421,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,6,14
4807,437,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,6,14
4928,434,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,14
6531,501,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,5,14
5535,456,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,4,14
4381,384,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,14
3989,363,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,14
5960,496,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,3,14
3713,329,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,14
5647,464,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,14
7143,546,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,2,14
5765,509,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,2,14
5963,483,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,14
6696,474,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,14
5371,468,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,14
4013,362,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,14
4413,386,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,14
5241,452,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,1,14
7174,606,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,12,13
12500,1069,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,12,13
8681,694,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,12,13
5987,500,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,12,13
5598,451,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,12,13
4322,371,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,11,13
4491,389,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,11,13
6917,529,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,11,13
6932,524,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,11,13
4762,393,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,10,13
6817,527,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,10,13
3216,302,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,10,13
5224,426,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,10,13
6517,515,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,10,13
4678,391,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,9,13
4183,380,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,9,13
4309,377,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,9,13
4171,365,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,9,13
5625,464,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,9,13
4654,412,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,9,13
6497,505,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,8,13
4828,444,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,8,13
4187,369,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,8,13
6064,512,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,13
6326,527,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,13
8796,651,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,8,13
4530,394,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,8,13
4077,355,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,7,13
4854,440,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,7,13
4958,405,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,7,13
3714,342,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,7,13
6762,487,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,7,13
4763,390,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,7,13
4495,390,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,7,13
7551,560,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,7,13
6767,512,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,7,13
4135,362,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,6,13
4839,405,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,6,13
5936,479,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,6,13
8322,611,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,6,13
5802,472,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,6,13
7420,661,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,5,13
7857,611,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,4,13
6137,475,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,4,13
4623,416,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,4,13
4129,367,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,4,13
7556,581,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,4,13
5646,487,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,4,13
8265,621,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,4,13
5553,492,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,4,13
6744,508,1,1,0,1,d,a,4060,8,2005,0,NA,NA,,3,13
5613,491,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,13
2310,215,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,3,13
5234,444,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,2,13
6992,546,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,2,13
4704,430,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,2,13
5127,436,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,13
4484,397,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,13
7190,572,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,13
7392,546,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,13
3999,376,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,13
7528,530,1,1,0,0,d,a,4060,8,2005,0,NA,NA,,1,13
4608,434,1,0,0,0,d,a,4060,8,2005,0,NA,NA,,1,13
5257,441,1,0,0,1,d,a,4060,8,2005,0,NA,NA,,1,13
11172,810,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",7,15
8426,720,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",7,15
10048,765,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",7,15
12817,948,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",7,15
10244,817,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",7,15
11756,860,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",7,15
8399,685,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",6,15
9414,791,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",6,15
8719,760,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",6,15
8978,786,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",6,15
9476,774,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",6,15
13997,1027,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",6,15
18065,1222,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",6,15
9310,730,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",5,15
10767,877,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",5,15
11028,869,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",5,15
11578,881,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",5,15
7867,694,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",4,15
8233,708,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",4,15
8981,753,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",4,15
8350,738,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",4,15
12005,947,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",4,15
10882,866,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",4,15
8854,782,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",4,15
18163,1104,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",3,15
9110,748,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",3,15
9098,805,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",3,15
9570,810,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",3,15
11974,976,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",3,15
12179,946,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",3,15
8072,739,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",2,15
10530,858,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",2,15
12850,984,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",2,15
11451,846,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,15
8924,759,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,15
13151,1005,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,15
11814,943,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,15
12320,1005,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,15
19658,1480,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",12,14
11227,871,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",12,14
9205,770,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",12,14
11589,899,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",11,14
7924,713,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",11,14
12973,984,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",11,14
16615,1243,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",11,14
10224,821,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",10,14
7149,652,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",10,14
8096,750,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",10,14
8828,789,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",10,14
8101,729,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
9719,844,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
9104,787,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
11367,902,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
8627,783,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
7784,693,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
8271,764,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
11430,907,1,1,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",9,14
7852,779,1,0,0,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",8,14
16580,1171,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",8,14
8547,764,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",8,14
8227,727,1,0,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",8,14
10888,853,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",8,14
14185,1033,1,1,0,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",8,14
